task_id,system,model_id,seed,n_calls,in_tok,fresh_tok,out_tok
B08_aucell_pathway_scoring,gemini_baseline,gemini-3.1-flash-lite-preview,1,4,6483,2290,509
A03_hvg,gemini_baseline,gemini-3.1-flash-lite-preview,1,4,4022,1160,228
B02_subset_recluster,gemini_baseline,gemini-3.1-flash-lite-preview,0,4,5096,1699,274
B04_multi_method_batch_correction,gemini_baseline,gemini-3.1-flash-lite-preview,2,8,41010,8878,1170
G02_multi_method_da,gemini_baseline,gemini-3.1-flash-lite-preview,1,10,23867,3618,1580
L02_foundation_model_celltype_annotation,gemini_baseline,gemini-3.1-flash-lite-preview,0,5,9707,3025,1110
A01_qc_filter,gemini_baseline,gemini-3.1-flash-lite-preview,0,7,21440,5061,2723
L04_foundation_model_perturbation_response,gemini_baseline,gemini-3.1-flash-lite-preview,1,8,20000,4471,1135
A03_hvg,gemini_baseline,gemini-3.1-flash-lite-preview,2,4,4022,1160,228
B09_cnmf_gene_programs,gemini_baseline,gemini-3.1-flash-lite-preview,2,4,5962,1952,625
B02_subset_recluster,gemini_baseline,gemini-3.1-flash-lite-preview,2,4,5096,1699,274
G01_16s_diversity,gemini_baseline,gemini-3.1-flash-lite-preview,0,7,14811,3170,1449
G04_16s_taxonomic_collapse,gemini_baseline,gemini-3.1-flash-lite-preview,0,10,108300,17356,4502
B08_aucell_pathway_scoring,gemini_baseline,gemini-3.1-flash-lite-preview,0,3,4268,2061,466
A02_normalize_log,deepseek_omicverse_doc_rag,deepseek-v4-flash,0,2,6628,3509,448
A05_leiden_clustering,deepseek_omicverse_doc_rag,deepseek-v4-flash,0,5,23760,6359,2325
F04_multi_backend_pseudotime,deepseek_omicverse_doc_rag,deepseek-v4-flash,0,18,297020,26477,6744
A03_hvg,deepseek_omicverse_doc_rag,deepseek-v4-flash,0,4,16240,4744,1117
C04_spatial_trajectory_stt,deepseek_omicverse_doc_rag,deepseek-v4-flash,0,30,707003,47105,15571
B06_reference_annotation,deepseek_omicverse_doc_rag,deepseek-v4-flash,0,16,282677,32215,7295
L02_foundation_model_celltype_annotation,deepseek_omicverse_doc_rag,deepseek-v4-flash,0,39,782241,39416,8926
B11_scrna_cell_cell_communication,deepseek_omicverse_doc_rag,deepseek-v4-flash,0,24,1100127,116146,8515
E01_bulk_deconvolution,deepseek_omicverse_doc_rag,deepseek-v4-flash,0,21,576949,73478,11129
B04_multi_method_batch_correction,deepseek_omicverse_doc_rag,deepseek-v4-flash,0,13,145933,17987,4739
B10_gene_regulatory_network,deepseek_omicverse_doc_rag,deepseek-v4-flash,0,39,3029247,146277,20290
G04_16s_taxonomic_collapse,deepseek_omicverse_doc_rag,deepseek-v4-flash,0,6,45721,11446,3348
G02_multi_method_da,deepseek_omicverse_doc_rag,deepseek-v4-flash,0,14,214338,29245,7195
B08_aucell_pathway_scoring,deepseek_omicverse_doc_rag,deepseek-v4-flash,0,6,50381,14915,3408
L04_foundation_model_perturbation_response,deepseek_omicverse_doc_rag,deepseek-v4-flash,0,38,1248561,62045,24962
G03_16s_ordination_pcoa,deepseek_omicverse_doc_rag,deepseek-v4-flash,0,11,81192,12031,6059
F01_multi_mode_velocity,deepseek_omicverse_doc_rag,deepseek-v4-flash,0,14,157257,19767,5825
G01_16s_diversity,deepseek_omicverse_doc_rag,deepseek-v4-flash,0,9,89009,15879,4639
B02_subset_recluster,deepseek_omicverse_doc_rag,deepseek-v4-flash,0,3,11831,4796,926
L01_foundation_model_cell_embedding,deepseek_omicverse_doc_rag,deepseek-v4-flash,0,43,1768994,85073,12312
A01_qc_filter,deepseek_omicverse_doc_rag,deepseek-v4-flash,0,19,343204,32626,9265
E03_bulk_de_multi_method,deepseek_omicverse_doc_rag,deepseek-v4-flash,0,11,111416,17725,5588
E07_ppi_network,deepseek_omicverse_doc_rag,deepseek-v4-flash,0,12,119097,16440,6052
E04_bulk_wgcna,deepseek_omicverse_doc_rag,deepseek-v4-flash,0,45,1042673,49318,19477
B09_cnmf_gene_programs,deepseek_omicverse_doc_rag,deepseek-v4-flash,0,11,95977,14019,4950
B05_multi_method_annotation,deepseek_omicverse_doc_rag,deepseek-v4-flash,0,28,525622,36490,8694
A04_pca_neighbors_umap,deepseek_omicverse_doc_rag,deepseek-v4-flash,0,3,11379,4377,851
E06_pathway_enrichment,deepseek_omicverse_doc_rag,deepseek-v4-flash,0,24,4481642,1048075,10160
C01_visium_spatial_domain,deepseek_omicverse_doc_rag,deepseek-v4-flash,0,36,1093749,50184,14642
C02_visium_hd_svg,deepseek_omicverse_doc_rag,deepseek-v4-flash,0,22,295804,27094,12889
L03_foundation_model_zero_shot_inference,deepseek_omicverse_doc_rag,deepseek-v4-flash,0,39,875842,43127,10795
C05_spatial_celltype_deconvolution,deepseek_omicverse_doc_rag,deepseek-v4-flash,0,30,770991,45779,9588
G05_phylogenetic_diversity,deepseek_omicverse_doc_rag,deepseek-v4-flash,0,15,141000,16841,7817
B03_diff_expression,deepseek_omicverse_doc_rag,deepseek-v4-flash,0,20,293308,26727,10928
F03_paga_pseudotime,deepseek_omicverse_doc_rag,deepseek-v4-flash,0,15,168289,21159,6827
E05_bulk_metabol_multivariate,deepseek_omicverse_doc_rag,deepseek-v4-flash,0,15,212484,24104,6563
B01_full_pipeline,deepseek_omicverse_doc_rag,deepseek-v4-flash,0,14,200058,27375,7132
F02_multi_method_trajectory,deepseek_omicverse_doc_rag,deepseek-v4-flash,0,21,423157,29826,10471
B08_aucell_pathway_scoring,mini_swe_baseline,qwen3.6:35b-a3b-256k,0,10,48613,8685,4986
A05_leiden_clustering,mini_swe_baseline,qwen3.6:35b-a3b-256k,0,6,17381,5141,3093
L01_foundation_model_cell_embedding,mini_swe_baseline,qwen3.6:35b-a3b-256k,0,22,69584,5942,1522
L02_foundation_model_celltype_annotation,mini_swe_baseline,qwen3.6:35b-a3b-256k,0,22,67584,5113,1974
G05_phylogenetic_diversity,mini_swe_baseline,qwen3.6:35b-a3b-256k,0,18,169259,20370,14434
G03_16s_ordination_pcoa,mini_swe_baseline,qwen3.6:35b-a3b-256k,0,6,20989,5703,3228
L03_foundation_model_zero_shot_inference,mini_swe_baseline,qwen3.6:35b-a3b-256k,0,18,159595,15708,3170
A02_normalize_log,mini_swe_baseline,qwen3.6:35b-a3b-256k,0,10,35690,5920,3845
L03_foundation_model_zero_shot_inference,mini_swe_baseline,qwen_qwen3_6_27b,0,18,280273,34384,4148
G01_16s_diversity,mini_swe_baseline,qwen3.6:35b-a3b-256k,0,9,40922,8007,3665
L04_foundation_model_perturbation_response,mini_swe_baseline,qwen_qwen3_6_27b,0,18,187062,34966,2236
B06_reference_annotation,mini_swe_baseline,qwen3.6:35b-a3b-256k,0,10,78152,16339,10740
G04_16s_taxonomic_collapse,mini_swe_baseline,qwen3.6:35b-a3b-256k,0,9,53096,12912,5844
B04_multi_method_batch_correction,mini_swe_baseline,qwen3.6:35b-a3b-256k,0,17,168223,18360,10460
E06_pathway_enrichment,mini_swe_baseline,qwen3.6:35b-a3b-256k,0,18,137214,14811,6407
B03_diff_expression,mini_swe_baseline,qwen3.6:35b-a3b-256k,0,15,137839,18765,12447
F03_paga_pseudotime,mini_swe_baseline,qwen3.6:35b-a3b-256k,0,15,119409,14653,6085
E02_bulk2single_synthesis,mini_swe_baseline,qwen3.6:35b-a3b-256k,0,11,62662,12138,6851
B07_gpt_celltype_annotation,mini_swe_baseline,qwen3.6:35b-a3b-256k,0,8,51505,12267,5157
L02_foundation_model_celltype_annotation,mini_swe_baseline,qwen_qwen3_6_27b,0,22,85573,5234,1729
E07_ppi_network,mini_swe_baseline,qwen3.6:35b-a3b-256k,0,18,134405,17524,7683
F01_multi_mode_velocity,mini_swe_baseline,qwen3.6:35b-a3b-256k,0,17,117985,17138,8362
E04_bulk_wgcna,mini_swe_baseline,qwen3.6:35b-a3b-256k,0,10,80892,19283,8122
E03_bulk_de_multi_method,mini_swe_baseline,qwen3.6:35b-a3b-256k,0,25,288443,33056,16769
E05_bulk_metabol_multivariate,mini_swe_baseline,qwen3.6:35b-a3b-256k,0,12,108975,18251,7594
L04_foundation_model_perturbation_response,mini_swe_baseline,qwen3.6:35b-a3b-256k,0,13,66610,8776,3690
F04_multi_backend_pseudotime,mini_swe_baseline,qwen3.6:35b-a3b-256k,0,16,764295,143374,5365
B01_full_pipeline,mini_swe_baseline,qwen3.6:35b-a3b-256k,0,6,25148,8611,5097
B02_subset_recluster,mini_swe_baseline,qwen3.6:35b-a3b-256k,0,4,8964,3220,1176
C03_spatial_ccc,mini_swe_baseline,qwen3.6:35b-a3b-256k,0,25,234173,12945,7469
A03_hvg,mini_swe_baseline,qwen3.6:35b-a3b-256k,0,5,10637,2974,1213
B10_gene_regulatory_network,mini_swe_baseline,qwen_qwen3_6_27b,0,24,156300,12958,2921
F02_multi_method_trajectory,mini_swe_baseline,qwen3.6:35b-a3b-256k,0,30,290087,19048,10585
G02_multi_method_da,mini_swe_baseline,qwen3.6:35b-a3b-256k,0,16,108099,16246,8323
C01_visium_spatial_domain,mini_swe_baseline,qwen3.6:35b-a3b-256k,0,30,312438,25425,14636
C02_visium_hd_svg,mini_swe_baseline,qwen3.6:35b-a3b-256k,0,16,125534,14884,7081
E01_bulk_deconvolution,mini_swe_baseline,qwen3.6:35b-a3b-256k,0,7,22956,9395,10489
B09_cnmf_gene_programs,mini_swe_baseline,qwen3.6:35b-a3b-256k,0,17,69068,8213,5631
B05_multi_method_annotation,mini_swe_baseline,qwen3.6:35b-a3b-256k,0,15,152771,21457,13842
A01_qc_filter,mini_swe_baseline,qwen3.6:35b-a3b-256k,0,20,197320,19074,14033
A04_pca_neighbors_umap,mini_swe_baseline,qwen3.6:35b-a3b-256k,0,4,6444,2007,739
C04_spatial_trajectory_stt,codex_omicverse,gpt-5.5,0,4,24938,9304,3306
B09_cnmf_gene_programs,codex_omicverse,gpt-5.5,0,4,33217,13159,3034
B11_scrna_cell_cell_communication,codex_omicverse,gpt-5.5,1,3,56245,28897,4555
B08_aucell_pathway_scoring,codex_omicverse,gpt-5.5,1,3,20467,9442,1913
B10_gene_regulatory_network,codex_omicverse,gpt-5.5,2,6,103009,26219,11130
C05_spatial_celltype_deconvolution,codex_omicverse,gpt-5.5,0,3,33675,16569,3235
B01_full_pipeline,codex_omicverse,gpt-5.5,2,4,55703,22090,7892
C01_visium_spatial_domain,codex_omicverse,gpt-5.5,1,10,245817,34999,13815
A03_hvg,codex_omicverse,gpt-5.5,0,4,40277,14229,2148
B06_reference_annotation,codex_omicverse,gpt-5.5,2,5,43837,13789,6884
A02_normalize_log,codex_omicverse,gpt-5.5,1,2,12952,9917,1404
E07_ppi_network,codex_omicverse,gpt-5.5,0,3,30855,15990,4556
C01_visium_spatial_domain,codex_omicverse,gpt-5.5,0,2,12338,8942,4132
L04_foundation_model_perturbation_response,codex_omicverse,gpt-5.5,1,9,145585,27641,9044
C02_visium_hd_svg,codex_omicverse,gpt-5.5,1,4,53211,19325,5771
A01_qc_filter,codex_omicverse,gpt-5.5,0,4,51836,23200,7621
B02_subset_recluster,codex_omicverse,gpt-5.5,2,5,42206,11440,2797
F01_multi_mode_velocity,codex_omicverse,gpt-5.5,1,11,151367,21543,13004
F02_multi_method_trajectory,codex_omicverse,gpt-5.5,2,4,30537,12133,3568
A03_hvg,codex_omicverse,gpt-5.5,1,4,28235,9172,1657
L04_foundation_model_perturbation_response,codex_omicverse,gpt-5.5,0,6,61499,16528,7714
C03_spatial_ccc,codex_omicverse,gpt-5.5,0,6,47314,13490,5086
L03_foundation_model_zero_shot_inference,codex_omicverse,gpt-5.5,0,7,117341,29907,4583
L01_foundation_model_cell_embedding,codex_omicverse,gpt-5.5,2,4,25452,9361,3022
B01_full_pipeline,codex_omicverse,gpt-5.5,1,6,73625,21701,8953
A05_leiden_clustering,codex_omicverse,gpt-5.5,0,3,22951,13856,2158
B04_multi_method_batch_correction,codex_omicverse,gpt-5.5,2,5,53995,14514,3746
G04_16s_taxonomic_collapse,codex_omicverse,gpt-5.5,2,2,8479,5176,1730
B03_diff_expression,codex_omicverse,gpt-5.5,1,7,96485,20269,5808
L01_foundation_model_cell_embedding,codex_omicverse,gpt-5.5,0,13,388448,48570,12973
B03_diff_expression,codex_omicverse,gpt-5.5,2,3,33096,16927,2796
A04_pca_neighbors_umap,codex_omicverse,gpt-5.5,2,3,36905,17299,2124
G02_multi_method_da,codex_omicverse,gpt-5.5,0,5,46092,14811,4653
B03_diff_expression,codex_omicverse,gpt-5.5,0,8,94992,21198,6171
A05_leiden_clustering,codex_omicverse,gpt-5.5,2,3,26485,12696,2505
A05_leiden_clustering,codex_omicverse,gpt-5.5,1,2,13046,9875,2079
E07_ppi_network,codex_omicverse,gpt-5.5,2,4,47547,17659,3760
E05_bulk_metabol_multivariate,codex_omicverse,gpt-5.5,0,5,50162,17540,3690
E04_bulk_wgcna,codex_omicverse,gpt-5.5,1,8,89525,17506,11062
L03_foundation_model_zero_shot_inference,codex_omicverse,gpt-5.5,2,9,118715,19762,7524
C02_visium_hd_svg,codex_omicverse,gpt-5.5,0,7,57295,13034,7186
G04_16s_taxonomic_collapse,codex_omicverse,gpt-5.5,0,2,13476,10173,1702
B09_cnmf_gene_programs,codex_omicverse,gpt-5.5,2,5,46608,13742,3403
B11_scrna_cell_cell_communication,codex_omicverse,gpt-5.5,2,4,35724,13965,3590
G05_phylogenetic_diversity,codex_omicverse,gpt-5.5,1,7,59592,12685,7450
G01_16s_diversity,codex_omicverse,gpt-5.5,0,3,17758,8311,2708
F01_multi_mode_velocity,codex_omicverse,gpt-5.5,2,8,87188,18207,10603
C05_spatial_celltype_deconvolution,codex_omicverse,gpt-5.5,1,4,46061,17654,3424
L03_foundation_model_zero_shot_inference,codex_omicverse,gpt-5.5,1,10,85371,13774,6217
B06_reference_annotation,codex_omicverse,gpt-5.5,0,4,29745,11139,4997
E03_bulk_de_multi_method,codex_omicverse,gpt-5.5,2,4,37241,13894,5209
C04_spatial_trajectory_stt,codex_omicverse,gpt-5.5,1,5,55295,16369,5655
E07_ppi_network,codex_omicverse,gpt-5.5,1,3,35836,18324,3784
G05_phylogenetic_diversity,codex_omicverse,gpt-5.5,2,4,21996,8692,4119
E05_bulk_metabol_multivariate,codex_omicverse,gpt-5.5,2,4,24200,10529,4345
E01_bulk_deconvolution,codex_omicverse,gpt-5.5,0,6,75705,19765,7847
F04_multi_backend_pseudotime,codex_omicverse,gpt-5.5,0,4,79745,33884,4107
F03_paga_pseudotime,codex_omicverse,gpt-5.5,0,3,18561,8711,2823
F01_multi_mode_velocity,codex_omicverse,gpt-5.5,0,6,98746,23292,5930
E06_pathway_enrichment,codex_omicverse,gpt-5.5,2,4,54593,20752,7517
L02_foundation_model_celltype_annotation,codex_omicverse,gpt-5.5,1,10,159065,35936,3987
A04_pca_neighbors_umap,codex_omicverse,gpt-5.5,1,3,44587,21268,1293
E01_bulk_deconvolution,codex_omicverse,gpt-5.5,1,4,48402,18852,6757
E01_bulk_deconvolution,codex_omicverse,gpt-5.5,2,5,45030,15334,7473
B04_multi_method_batch_correction,codex_omicverse,gpt-5.5,1,4,37905,12591,2069
A04_pca_neighbors_umap,codex_omicverse,gpt-5.5,0,3,33355,17434,1424
B09_cnmf_gene_programs,codex_omicverse,gpt-5.5,1,8,97970,17759,4544
L02_foundation_model_celltype_annotation,codex_omicverse,gpt-5.5,0,10,150815,28871,5684
G05_phylogenetic_diversity,codex_omicverse,gpt-5.5,0,4,32660,11599,5496
G01_16s_diversity,codex_omicverse,gpt-5.5,1,3,17724,8255,2466
F02_multi_method_trajectory,codex_omicverse,gpt-5.5,1,4,29808,11789,3547
B02_subset_recluster,codex_omicverse,gpt-5.5,0,4,19069,8572,2128
A02_normalize_log,codex_omicverse,gpt-5.5,0,2,10090,8285,1136
E02_bulk2single_synthesis,codex_omicverse,gpt-5.5,0,4,24046,10309,5461
G02_multi_method_da,codex_omicverse,gpt-5.5,1,4,33967,11908,3468
C01_visium_spatial_domain,codex_omicverse,gpt-5.5,2,10,204378,27746,10603
B05_multi_method_annotation,codex_omicverse,gpt-5.5,2,6,59036,14922,6736
C05_spatial_celltype_deconvolution,codex_omicverse,gpt-5.5,2,3,25295,12348,2907
A02_normalize_log,codex_omicverse,gpt-5.5,2,2,12530,9495,884
A03_hvg,codex_omicverse,gpt-5.5,2,2,15432,12381,1024
E06_pathway_enrichment,codex_omicverse,gpt-5.5,0,4,45577,17597,5220
A01_qc_filter,codex_omicverse,gpt-5.5,1,5,86787,28885,6536
G03_16s_ordination_pcoa,codex_omicverse,gpt-5.5,0,3,24892,11912,2732
B10_gene_regulatory_network,codex_omicverse,gpt-5.5,0,6,81965,22309,12951
B01_full_pipeline,codex_omicverse,gpt-5.5,0,7,88464,17892,6468
E04_bulk_wgcna,codex_omicverse,gpt-5.5,2,7,76158,16878,9216
B05_multi_method_annotation,codex_omicverse,gpt-5.5,0,7,69777,19025,5414
B05_multi_method_annotation,codex_omicverse,gpt-5.5,1,4,37703,14765,4535
F03_paga_pseudotime,codex_omicverse,gpt-5.5,2,4,28208,10523,4891
E03_bulk_de_multi_method,codex_omicverse,gpt-5.5,1,6,59368,14954,6273
B04_multi_method_batch_correction,codex_omicverse,gpt-5.5,0,5,37776,11491,4189
B12_metacells_aggregation,codex_omicverse,gpt-5.5,0,4,29458,9831,3050
A01_qc_filter,codex_omicverse,gpt-5.5,2,7,120927,28320,12689
C02_visium_hd_svg,codex_omicverse,gpt-5.5,2,8,213560,36425,7175
E03_bulk_de_multi_method,codex_omicverse,gpt-5.5,0,5,41372,12519,4228
G03_16s_ordination_pcoa,codex_omicverse,gpt-5.5,2,3,17276,8057,3068
G01_16s_diversity,codex_omicverse,gpt-5.5,2,3,18657,8780,2711
G04_16s_taxonomic_collapse,codex_omicverse,gpt-5.5,1,2,8604,5301,1476
E06_pathway_enrichment,codex_omicverse,gpt-5.5,1,3,19956,10645,4256
B06_reference_annotation,codex_omicverse,gpt-5.5,1,3,18301,8720,2958
B10_gene_regulatory_network,codex_omicverse,gpt-5.5,1,14,572429,61424,24899
L02_foundation_model_celltype_annotation,codex_omicverse,gpt-5.5,2,16,282115,28992,10408
B02_subset_recluster,codex_omicverse,gpt-5.5,1,4,53271,18620,2224
G03_16s_ordination_pcoa,codex_omicverse,gpt-5.5,1,4,41947,14631,4504
E05_bulk_metabol_multivariate,codex_omicverse,gpt-5.5,1,4,24069,9607,3480
F04_multi_backend_pseudotime,codex_omicverse,gpt-5.5,2,5,42286,14815,4464
F03_paga_pseudotime,codex_omicverse,gpt-5.5,1,6,49861,13517,7364
L01_foundation_model_cell_embedding,codex_omicverse,gpt-5.5,1,9,128792,22180,4515
G02_multi_method_da,codex_omicverse,gpt-5.5,2,6,61253,15799,5583
B08_aucell_pathway_scoring,codex_omicverse,gpt-5.5,0,4,31674,10687,2643
B11_scrna_cell_cell_communication,codex_omicverse,gpt-5.5,0,3,25266,12848,3444
E04_bulk_wgcna,codex_omicverse,gpt-5.5,0,3,18095,8620,3434
C04_spatial_trajectory_stt,codex_omicverse,gpt-5.5,2,3,18966,9263,3170
F04_multi_backend_pseudotime,codex_omicverse,gpt-5.5,1,3,23327,11533,3737
B07_gpt_celltype_annotation,codex_omicverse,gpt-5.5,0,4,54074,21740,3656
B08_aucell_pathway_scoring,codex_omicverse,gpt-5.5,2,3,25061,11700,2014
F02_multi_method_trajectory,codex_omicverse,gpt-5.5,0,3,18264,8713,2867
B08_aucell_pathway_scoring,mini_swe_omicverse,qwen3.6:35b-a3b-256k,0,8,62675,12898,7464
A05_leiden_clustering,mini_swe_omicverse,qwen3.6:35b-a3b-256k,0,6,138073,42200,2302
L01_foundation_model_cell_embedding,mini_swe_omicverse,qwen3.6:35b-a3b-256k,0,18,429287,42961,5654
L02_foundation_model_celltype_annotation,mini_swe_omicverse,qwen3.6:35b-a3b-256k,0,22,754318,74274,5926
G05_phylogenetic_diversity,mini_swe_omicverse,qwen3.6:35b-a3b-256k,0,18,689335,58737,15774
G03_16s_ordination_pcoa,mini_swe_omicverse,qwen3.6:35b-a3b-256k,0,14,335077,37569,9597
L03_foundation_model_zero_shot_inference,mini_swe_omicverse,qwen3.6:35b-a3b-256k,0,18,461187,37254,3532
A02_normalize_log,mini_swe_omicverse,qwen3.6:35b-a3b-256k,0,4,11997,3778,1173
L03_foundation_model_zero_shot_inference,mini_swe_omicverse,qwen_qwen3_6_27b,0,18,214744,21308,1649
G01_16s_diversity,mini_swe_omicverse,qwen3.6:35b-a3b-256k,0,8,129423,23458,3867
L04_foundation_model_perturbation_response,mini_swe_omicverse,qwen_qwen3_6_27b,0,18,177062,14344,1775
B06_reference_annotation,mini_swe_omicverse,qwen3.6:35b-a3b-256k,0,10,231004,34690,6691
G04_16s_taxonomic_collapse,mini_swe_omicverse,qwen3.6:35b-a3b-256k,0,5,26503,7610,2595
B04_multi_method_batch_correction,mini_swe_omicverse,qwen3.6:35b-a3b-256k,0,10,87348,15161,4463
E06_pathway_enrichment,mini_swe_omicverse,qwen3.6:35b-a3b-256k,0,18,412892,37909,7826
B03_diff_expression,mini_swe_omicverse,qwen3.6:35b-a3b-256k,0,15,127220,16317,13446
F03_paga_pseudotime,mini_swe_omicverse,qwen3.6:35b-a3b-256k,0,20,200514,19263,8271
E02_bulk2single_synthesis,mini_swe_omicverse,qwen3.6:35b-a3b-256k,0,16,399712,72904,8485
B07_gpt_celltype_annotation,mini_swe_omicverse,qwen3.6:35b-a3b-256k,0,18,712788,88752,8350
L02_foundation_model_celltype_annotation,mini_swe_omicverse,qwen_qwen3_6_27b,0,22,370457,34946,3873
E07_ppi_network,mini_swe_omicverse,qwen3.6:35b-a3b-256k,0,16,253896,30793,5906
F01_multi_mode_velocity,mini_swe_omicverse,qwen3.6:35b-a3b-256k,0,7,99104,21103,4615
E03_bulk_de_multi_method,mini_swe_omicverse,qwen3.6:35b-a3b-256k,0,22,601757,52259,22028
E05_bulk_metabol_multivariate,mini_swe_omicverse,qwen3.6:35b-a3b-256k,0,10,113856,30560,3055
L04_foundation_model_perturbation_response,mini_swe_omicverse,qwen3.6:35b-a3b-256k,0,18,482033,35069,3944
F04_multi_backend_pseudotime,mini_swe_omicverse,qwen3.6:35b-a3b-256k,0,13,429158,49240,9878
B01_full_pipeline,mini_swe_omicverse,qwen3.6:35b-a3b-256k,0,25,907174,52177,20127
B02_subset_recluster,mini_swe_omicverse,qwen3.6:35b-a3b-256k,0,4,12884,4261,1476
C03_spatial_ccc,mini_swe_omicverse,qwen3.6:35b-a3b-256k,0,16,336744,47309,8068
B10_gene_regulatory_network,mini_swe_omicverse,qwen3.6:35b-a3b-256k,0,15,496894,48063,4680
A03_hvg,mini_swe_omicverse,qwen3.6:35b-a3b-256k,0,3,7744,2968,1014
B10_gene_regulatory_network,mini_swe_omicverse,qwen_qwen3_6_27b,0,25,670330,35375,6575
F02_multi_method_trajectory,mini_swe_omicverse,qwen3.6:35b-a3b-256k,0,30,1312108,71483,20353
G02_multi_method_da,mini_swe_omicverse,qwen3.6:35b-a3b-256k,0,15,195796,25612,5017
C01_visium_spatial_domain,mini_swe_omicverse,qwen3.6:35b-a3b-256k,0,30,1015111,103088,13155
C02_visium_hd_svg,mini_swe_omicverse,qwen3.6:35b-a3b-256k,0,18,271098,42314,7190
E01_bulk_deconvolution,mini_swe_omicverse,qwen3.6:35b-a3b-256k,0,16,608606,114922,6817
B09_cnmf_gene_programs,mini_swe_omicverse,qwen3.6:35b-a3b-256k,0,15,286574,28499,7399
B05_multi_method_annotation,mini_swe_omicverse,qwen3.6:35b-a3b-256k,0,19,575647,68196,12996
A01_qc_filter,mini_swe_omicverse,qwen3.6:35b-a3b-256k,0,19,188400,20057,20487
A04_pca_neighbors_umap,mini_swe_omicverse,qwen3.6:35b-a3b-256k,0,3,8004,3166,864
C04_spatial_trajectory_stt,codex_omicverse_doc_rag,gpt-5.5,0,6,49109,13547,6538
B09_cnmf_gene_programs,codex_omicverse_doc_rag,gpt-5.5,0,3,17198,8666,3251
C05_spatial_celltype_deconvolution,codex_omicverse_doc_rag,gpt-5.5,0,3,22289,11371,3644
A03_hvg,codex_omicverse_doc_rag,gpt-5.5,0,3,13672,6403,1091
E07_ppi_network,codex_omicverse_doc_rag,gpt-5.5,0,3,16160,8519,3928
C01_visium_spatial_domain,codex_omicverse_doc_rag,gpt-5.5,0,6,53153,12207,6056
A01_qc_filter,codex_omicverse_doc_rag,gpt-5.5,0,9,104728,20484,9964
L04_foundation_model_perturbation_response,codex_omicverse_doc_rag,gpt-5.5,0,7,68700,15896,8697
L03_foundation_model_zero_shot_inference,codex_omicverse_doc_rag,gpt-5.5,0,11,172849,43674,7779
A05_leiden_clustering,codex_omicverse_doc_rag,gpt-5.5,0,4,23911,9550,2428
L01_foundation_model_cell_embedding,codex_omicverse_doc_rag,gpt-5.5,0,10,150078,26883,5466
G02_multi_method_da,codex_omicverse_doc_rag,gpt-5.5,0,6,86935,32277,5776
B03_diff_expression,codex_omicverse_doc_rag,gpt-5.5,0,6,51772,14667,5185
E05_bulk_metabol_multivariate,codex_omicverse_doc_rag,gpt-5.5,0,4,22705,8746,4087
C02_visium_hd_svg,codex_omicverse_doc_rag,gpt-5.5,0,9,87335,17020,11128
G04_16s_taxonomic_collapse,codex_omicverse_doc_rag,gpt-5.5,0,3,11678,4834,1900
G01_16s_diversity,codex_omicverse_doc_rag,gpt-5.5,0,3,12877,5915,2713
B06_reference_annotation,codex_omicverse_doc_rag,gpt-5.5,0,5,38167,11698,6039
E01_bulk_deconvolution,codex_omicverse_doc_rag,gpt-5.5,0,6,73149,21000,9193
F04_multi_backend_pseudotime,codex_omicverse_doc_rag,gpt-5.5,0,8,74742,16514,9912
F03_paga_pseudotime,codex_omicverse_doc_rag,gpt-5.5,0,4,19605,6969,2712
F01_multi_mode_velocity,codex_omicverse_doc_rag,gpt-5.5,0,11,100907,15418,10148
A04_pca_neighbors_umap,codex_omicverse_doc_rag,gpt-5.5,0,4,22365,8752,1959
L02_foundation_model_celltype_annotation,codex_omicverse_doc_rag,gpt-5.5,0,9,101926,21193,5549
G05_phylogenetic_diversity,codex_omicverse_doc_rag,gpt-5.5,0,6,39623,10546,4078
B02_subset_recluster,codex_omicverse_doc_rag,gpt-5.5,0,4,23430,8439,2331
A02_normalize_log,codex_omicverse_doc_rag,gpt-5.5,0,2,6483,3670,1230
E06_pathway_enrichment,codex_omicverse_doc_rag,gpt-5.5,0,5,37388,14040,5086
G03_16s_ordination_pcoa,codex_omicverse_doc_rag,gpt-5.5,0,3,12805,6050,3268
B10_gene_regulatory_network,codex_omicverse_doc_rag,gpt-5.5,0,7,70482,16720,10606
B01_full_pipeline,codex_omicverse_doc_rag,gpt-5.5,0,5,46427,15728,4659
B05_multi_method_annotation,codex_omicverse_doc_rag,gpt-5.5,0,5,42065,14075,4347
B04_multi_method_batch_correction,codex_omicverse_doc_rag,gpt-5.5,0,6,41292,10391,4909
E03_bulk_de_multi_method,codex_omicverse_doc_rag,gpt-5.5,0,9,71323,13042,7039
B08_aucell_pathway_scoring,codex_omicverse_doc_rag,gpt-5.5,0,4,23627,8217,2525
B11_scrna_cell_cell_communication,codex_omicverse_doc_rag,gpt-5.5,0,5,32770,11042,4685
E04_bulk_wgcna,codex_omicverse_doc_rag,gpt-5.5,0,4,32022,12208,4357
F02_multi_method_trajectory,codex_omicverse_doc_rag,gpt-5.5,0,3,16165,8157,3609
A03_hvg,glm_omicverse,glm-5.1,0,2,6789,3622,408
F04_multi_backend_pseudotime,glm_omicverse,glm-5.1,2,42,1190257,47722,14541
L01_foundation_model_cell_embedding,glm_omicverse,glm-5.1,1,18,393559,32864,4493
E04_bulk_wgcna,glm_omicverse,glm-5.1,0,32,714897,39801,18853
